"","Id","LotArea","LotShape","LandContour","Utilities","LotConfig","Slope","DwellClass","OverallQuality","OverallCondition","YearBuilt","ExteriorCondition","BasementCondition","TotalBSF","CentralAir","LowQualFinSF","LivingArea","FullBath","HalfBath","BedroomAbvGr","KitchenQuality","KitchenAbvGr","Fireplaces","GarageType","GarageCars","PavedDrive","PoolArea","OpenPorchSF","MoSold","YrSold","SalePrice","LandContour_HLS","LandContour_Low","LandContour_Lv1","Utilities_Allpub","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","Slope_Mod","Slope_Sev","DwellClass_2fmCon","DwellClass_Duplex","DwellClass_Twnhs","DwellClass_TwnhsE","CentralAir_Y","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","ExteriorCondition_Code","BasementCondition_Code","KitchenQuality_Code","PavedDrive_Code","Garage_Attchd_Cars","Garage_Detchd_Cars","Garage_BuiltIn_Cars","Garage_Basment_Cars","OverallQuality_YearBuilt","TotalBSF_Bedrooms","KitchenQuality_KitchenAbvGr","TotalBSF_BasementCondition","ExteriorCondition_Code_OverallCondition","ExteriorCondition_YearBuilt","SalesQuarter","SalesQuarter_MoSold","QtrSold","QtrSold_MoSold"
"1233",1115,5400,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1954,"Gd","TA",833,"Y",0,833,1,0,2,"Gd",1,0,"Detchd",1,"Y",0,0,8,2006,117000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,0,1,0,0,9770,1666,2,1666,7,1954,"Q3","Q3.8","3","3.8"
"374",1134,9828,3,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,1995,"TA","TA",1128,"Y",0,2020,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,155,6,2009,239500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,15960,3384,2,2256,10,3990,"Q2","Q2.6","2","2.6"
"34",100,9320,3,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1959,"TA","TA",1064.51174377224,"Y",0,1225,1,1,3,"TA",1,0,"Attchd",0,"Y",0,0,1,2010,128950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,0,0,0,0,7836,3193.53523131673,3,2129.02348754448,10,3918,"Q1","Q1.1","1","1.1"
"516",1048,9245,2,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1994,"TA","TA",990,"Y",0,990,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,2,2008,145000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9970,2970,3,1980,10,3988,"Q1","Q1.2","1","1.2"
"13",30,6324,3,"Lvl","AllPub","Inside","Gtl","1Fam",4,6,1927,"TA","TA",520,"N",0,520,1,0,1,"Fa",1,0,"Detchd",1,"Y",0,0,5,2008,68500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,0,1,0,0,7708,520,4,1040,12,3854,"Q2","Q2.5","2","2.5"
"69",193,9017,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1999,"TA","TA",1431,"Y",0,1431,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,35,9,2009,192000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13993,4293,2,2862,10,3998,"Q3","Q3.9","3","3.9"
"755",364,1680,4,"Lvl","AllPub","Inside","Gtl","Twnhs",6,8,1972,"TA","TA",483,"Y",0,987,1,1,2,"Gd",1,0,"Detchd",1,"Y",0,0,5,2009,118000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,2,1,0,1,0,0,11832,966,2,966,16,3944,"Q2","Q2.5","2","2.5"
"409",1225,15384,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2004,"TA","TA",788,"Y",0,1490,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,75,2,2008,184000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14028,2364,2,1576,10,4008,"Q1","Q1.2","1","1.2"
"1332",1275,5362,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,6,1910,"TA","TA",661,"Y",0,1250,2,0,3,"TA",1,1,"Detchd",2,"Y",0,0,11,2007,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9550,1983,3,1322,12,3820,"Q4","Q4.11","4","4.11"
"1302",1228,8872,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,8,1965,"TA","TA",912,"Y",0,912,1,0,2,"Gd",1,0,"Detchd",2,"Y",0,240,12,2008,147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,0,2,0,0,9825,1824,2,1824,16,3930,"Q4","Q4.12","4","4.12"
"1113",937,10083,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2003,"TA","TA",1176,"Y",0,1200,2,0,2,"Gd",1,0,"Attchd",2,"Y",0,41,8,2009,184900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14021,2352,2,2352,10,4006,"Q3","Q3.8","3","3.8"
"928",637,6120,4,"Lvl","AllPub","Inside","Gtl","1Fam",2,3,1936,"Fa","Fa",264,"N",0,800,1,0,1,"Fa",1,1,"Attchd",0,"N",0,0,1,2009,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,4,3,0,0,0,0,3872,264,4,792,9,5808,"Q1","Q1.1","1","1.1"
"1006",769,9100,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2004,"TA","TA",1860,"Y",0,1836,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,33,10,2006,216837,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14028,5580,2,3720,10,4008,"Q4","Q4.10","4","4.10"
"537",9,6120,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1931,"TA","TA",952,"Y",0,1774,2,0,2,"TA",2,2,"Detchd",2,"Y",0,0,4,2008,129900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,13517,1904,6,1904,10,3862,"Q2","Q2.4","2","2.4"
"983",724,8172,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,6,1954,"TA","TA",941,"Y",0,1470,2,0,4,"TA",1,0,"Detchd",1,"Y",0,0,5,2008,135000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,7816,3764,3,1882,12,3908,"Q2","Q2.5","2","2.5"
"291",866,8750,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1970,"TA","TA",1002,"Y",0,1002,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,8,2009,148500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9850,3006,3,2004,12,3940,"Q3","Q3.8","3","3.8"
"1310",1239,13072,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,2005,"TA","TA",1141,"Y",0,1141,1,1,3,"TA",1,0,"Detchd",2,"Y",0,0,3,2006,142500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,12030,3423,3,2282,10,4010,"Q1","Q1.3","1","1.3"
"671",224,10500,4,"Lvl","AllPub","FR2","Gtl","1Fam",4,6,1971,"TA","TA",864,"Y",0,864,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,3,2009,97000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,7884,1728,3,1728,12,3942,"Q1","Q1.3","1","1.3"
"121",348,17600,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1960,"TA","TA",1478,"Y",0,1478,2,0,3,"TA",1,2,"Attchd",2,"Y",0,40,12,2009,157500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11760,4434,3,2956,10,3920,"Q4","Q4.12","4","4.12"
"1134",971,10800,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,4,1949,"TA","TA",720,"N",0,1192,1,1,4,"TA",1,0,"Attchd",0,"Y",0,0,12,2006,135000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,1,0,0,0,0,7796,2880,3,1440,8,3898,"Q4","Q4.12","4","4.12"
"1182",1040,1477,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",4,4,1970,"TA","TA",630,"Y",0,630,1,0,1,"TA",1,0,"Attchd",1,"Y",0,0,4,2009,80000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,3,1,1,0,0,0,7880,630,3,1260,8,3940,"Q2","Q2.4","2","2.4"
"1088",893,8414,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,8,1963,"TA","TA",1059,"Y",0,1068,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,2,2006,154500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,11778,3177,3,2118,16,3926,"Q1","Q1.2","1","1.2"
"480",1434,10261,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,2000,"TA","TA",936,"Y",0,1792,2,1,3,"TA",1,1,"Attchd",2,"Y",0,0,5,2008,186500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,12000,2808,3,1872,10,4000,"Q2","Q2.5","2","2.5"
"67",187,9947,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,5,1990,"TA","TA",1188,"Y",0,1217,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,27,6,2009,173000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13930,3564,2,2376,10,3980,"Q2","Q2.6","2","2.6"
"1014",781,7875,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1995,"TA","Gd",1237,"Y",0,1253,2,0,3,"TA",1,1,"Attchd",2,"Y",0,21,6,2007,176000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,1,2,0,0,0,13965,3711,3,1237,10,3990,"Q2","Q2.6","2","2.6"
"1109",928,9900,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1968,"TA","TA",832,"Y",0,1978,2,1,4,"TA",1,1,"Attchd",2,"Y",0,43,4,2008,176000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,13776,3328,3,1664,10,3936,"Q2","Q2.4","2","2.4"
"165",485,7758,3,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1962,"Gd","TA",999,"Y",0,999,1,0,3,"Gd",1,0,"Detchd",1,"Y",0,132,3,2007,132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,0,1,0,0,9810,2997,2,1998,7,1962,"Q1","Q1.3","1","1.3"
"1075",873,8892,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1953,"TA","TA",105,"Y",0,910,1,0,3,"Gd",1,0,"Attchd",2,"Y",0,0,10,2008,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,9765,315,2,210,14,3906,"Q4","Q4.10","4","4.10"
"1098",913,6120,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1925,"TA","TA",768,"N",0,1015,1,0,3,"TA",1,0,"Detchd",1,"Y",0,0,7,2006,88000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,1,0,0,9625,2304,3,1536,14,3850,"Q3","Q3.7","3","3.7"
"1202",1072,11700,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1968,"TA","TA",727,"Y",0,1556,1,1,4,"TA",1,0,"Attchd",2,"Y",0,0,5,2009,154000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11808,2908,3,1454,12,3936,"Q2","Q2.5","2","2.5"
"236",710,7162,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1966,"TA","TA",876,"Y",0,904,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,12,2008,109900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9830,2628,3,1752,14,3932,"Q4","Q4.12","4","4.12"
"610",123,9464,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1958,"Gd","TA",1080,"Y",0,1080,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,6,2008,136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,1,0,0,0,11748,3240,3,2160,7,1958,"Q2","Q2.6","2","2.6"
"330",975,11414,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,8,1910,"Gd","TA",728,"N",0,2019,1,0,3,"Gd",1,0,"Detchd",2,"Y",0,135,10,2009,167500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,2,0,0,13370,2184,2,1456,8,1910,"Q4","Q4.10","4","4.10"
"726",307,13474,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1990,"TA","TA",700,"Y",0,2243,2,1,4,"Gd",1,1,"Attchd",3,"Y",0,44,6,2007,225000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,13930,2800,2,1400,10,3980,"Q2","Q2.6","2","2.6"
"127",361,7540,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",6,6,1978,"TA","TA",888,"Y",0,912,1,0,2,"TA",1,1,"Attchd",2,"Y",0,0,6,2007,156000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11868,1776,3,1776,12,3956,"Q2","Q2.6","2","2.6"
"212",612,10395,3,"Lvl","AllPub","FR2","Gtl","1Fam",6,6,1978,"TA","TA",1032,"Y",0,1032,2,0,3,"TA",1,1,"Attchd",2,"Y",0,0,7,2007,148000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11868,3096,3,2064,12,3956,"Q3","Q3.7","3","3.7"
"686",242,3880,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,9,1945,"Gd","TA",686,"Y",0,866,1,0,2,"Gd",1,0,"Attchd",0,"Y",0,42,8,2007,110500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,0,0,9725,1372,2,1372,9,1945,"Q3","Q3.8","3","3.8"
"814",456,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,6,1973,"TA","TA",1242,"Y",0,1242,1,1,3,"TA",1,1,"Attchd",2,"Y",0,0,9,2007,175500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,13811,3726,3,2484,12,3946,"Q3","Q3.9","3","3.9"
"1334",1279,9473,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2002,"TA","TA",1128,"Y",0,2031,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,211,3,2008,237000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,16016,3384,2,2256,10,4004,"Q1","Q1.3","1","1.3"
"931",640,3982,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",8,5,2006,"TA","Gd",1520,"Y",0,1567,2,0,1,"Ex",1,1,"Attchd",3,"Y",0,0,10,2006,264561,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,1,1,3,0,0,0,16048,1520,1,1520,10,4012,"Q4","Q4.10","4","4.10"
"878",563,13907,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1940,"TA","TA",996,"Y",0,996,1,0,3,"TA",1,1,"Attchd",0,"Y",0,0,7,2008,108000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,0,0,0,0,9700,2988,3,1992,12,3880,"Q3","Q3.7","3","3.7"
"243",727,21695,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,9,1988,"Gd","TA",880,"Y",0,1680,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,44,12,2009,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,2,0,0,0,11928,2640,2,1760,9,1988,"Q4","Q4.12","4","4.12"
"847",506,7596,4,"Lvl","AllPub","Inside","Gtl","Duplex",5,5,1952,"TA","TA",960,"Y",0,1960,2,0,4,"TA",2,0,"Detchd",2,"N",0,0,7,2009,124500,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,2,3,3,0,2,0,0,9760,3840,6,1920,10,3904,"Q3","Q3.7","3","3.7"
"1137",974,11639,4,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,2007,"TA","TA",1428,"Y",0,1428,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,120,12,2008,182000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14049,4284,2,2856,10,4014,"Q4","Q4.12","4","4.12"
"1373",1342,13695,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,2003,"TA","TA",1114,"Y",0,1114,1,0,3,"Gd",1,0,"Detchd",2,"Y",0,78,7,2008,155000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,0,2,0,0,12018,3342,2,2228,10,4006,"Q3","Q3.7","3","3.7"
"619",141,10500,4,"Lvl","AllPub","FR2","Gtl","1Fam",4,5,1971,"TA","TA",864,"Y",0,864,1,0,3,"TA",1,1,"Attchd",0,"Y",0,0,4,2010,115000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,0,0,0,0,7884,2592,3,1728,10,3942,"Q2","Q2.4","2","2.4"
"477",1427,10944,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1994,"TA","TA",1223,"Y",0,2127,2,1,3,"Gd",1,2,"Attchd",2,"Y",0,132,8,2008,271000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13958,3669,2,2446,10,3988,"Q3","Q3.8","3","3.8"
"151",448,11214,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,1998,"TA","TA",930,"Y",0,1886,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,0,7,2006,199900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13986,3720,2,1860,10,3996,"Q3","Q3.7","3","3.7"
"666",213,8640,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2009,"TA","TA",900,"Y",0,1852,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,108,7,2009,252678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14063,2700,2,1800,10,4018,"Q3","Q3.7","3","3.7"
"767",387,8410,4,"Lvl","AllPub","FR2","Gtl","1Fam",5,3,1910,"Fa","TA",658,"Y",0,1184,1,0,5,"TA",1,0,"Attchd",0,"N",0,151,5,2006,81000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,3,3,0,0,0,0,9550,3290,3,1316,9,5730,"Q2","Q2.5","2","2.5"
"160",470,9291,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,5,1993,"TA","TA",832,"Y",0,1710,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,70,6,2008,187000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,11958,2496,2,1664,10,3986,"Q2","Q2.6","2","2.6"
"155",460,7015,3,"Bnk","AllPub","Corner","Gtl","1Fam",5,4,1950,"TA","TA",709,"Y",0,1203,1,0,3,"Gd",1,1,"Detchd",1,"Y",0,0,7,2009,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,0,1,0,0,9750,2127,2,1418,8,3900,"Q3","Q3.7","3","3.7"
"426",1277,12936,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",6,6,1972,"TA","Gd",723,"Y",0,1395,1,1,3,"TA",1,1,"Attchd",2,"Y",0,116,12,2009,162000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,1,2,0,0,0,11832,2169,3,723,12,3944,"Q4","Q4.12","4","4.12"
"1029",804,13891,4,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2008,"TA","TA",1734,"Y",0,2822,3,1,4,"Ex",1,1,"BuiltIn",3,"Y",0,170,1,2009,582933,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,0,0,3,0,18072,6936,1,3468,10,4016,"Q1","Q1.1","1","1.1"
"326",962,12227,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1977,"Gd","Gd",1330,"Y",0,2872,2,1,4,"TA",1,1,"Attchd",2,"Y",0,282,7,2008,272000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,1,2,0,0,0,11862,5320,3,1330,7,1977,"Q3","Q3.7","3","3.7"
"1304",1230,7910,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1960,"TA","TA",1075,"Y",0,1507,2,0,4,"TA",1,0,"Basment",1,"Y",0,0,8,2008,127000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,3,1,0,0,0,1,9800,4300,3,2150,10,3920,"Q3","Q3.8","3","3.8"
"789",421,7060,4,"Lvl","AllPub","Inside","Gtl","Duplex",7,5,1997,"Gd","Gd",1344,"Y",0,1344,2,0,2,"TA",2,0,"Attchd",4,"Y",0,0,11,2008,206300,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,3,1,4,0,0,0,13979,2688,6,1344,5,1997,"Q4","Q4.11","4","4.11"
"1262",1160,9120,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1974,"TA","TA",901,"Y",0,1876,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,69,7,2008,185000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,11844,3604,2,1802,12,3948,"Q3","Q3.7","3","3.7"
"985",728,7314,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2007,"TA","TA",1232,"Y",0,1232,2,0,2,"Gd",1,0,"Attchd",2,"Y",0,0,2,2009,194500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14049,2464,2,2464,10,4014,"Q1","Q1.2","1","1.2"
"39",115,7259,3,"Lvl","AllPub","Inside","Mod","1Fam",6,8,1945,"TA","TA",1028,"Y",0,2320,2,1,3,"Gd",1,1,"Detchd",1,"Y",0,0,7,2007,259500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,0,1,0,0,11670,3084,2,2056,16,3890,"Q3","Q3.7","3","3.7"
"822",472,11952,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,6,1977,"TA","TA",808,"Y",0,1969,2,1,3,"TA",1,1,"Attchd",2,"Y",0,0,11,2007,190000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,13839,2424,3,1616,12,3954,"Q4","Q4.11","4","4.11"
"986",729,11475,4,"Lvl","AllPub","Corner","Gtl","Duplex",5,5,1958,"TA","TA",1584,"Y",0,1776,2,0,4,"TA",2,0,"Detchd",3,"Y",0,25,7,2009,110000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,3,1,0,3,0,0,9790,6336,6,3168,10,3916,"Q3","Q3.7","3","3.7"
"137",389,9382,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,5,1999,"TA","TA",1468,"Y",0,1479,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,25,7,2008,191000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13993,4404,2,2936,10,3998,"Q3","Q3.7","3","3.7"
"455",1356,10192,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,6,1968,"TA","TA",570,"Y",0,1920,3,0,4,"Gd",1,1,"Attchd",2,"Y",0,98,9,2006,170000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13776,2280,2,1140,12,3936,"Q3","Q3.9","3","3.9"
"589",91,7200,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1950,"TA","NB",0,"Y",0,1040,1,0,2,"TA",1,0,"Detchd",2,"Y",0,29,7,2006,109900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,4,3,1,0,2,0,0,7800,0,3,0,10,3900,"Q3","Q3.7","3","3.7"
"1107",925,10240,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1980,"Gd","TA",1686,"Y",0,1686,2,0,3,"TA",1,1,"Attchd",2,"Y",0,131,5,2006,207500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,2,0,0,0,11880,5058,3,3372,6,1980,"Q2","Q2.5","2","2.5"
"1328",1265,4060,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,1998,"TA","TA",1405,"Y",0,1337,2,0,2,"Gd",1,0,"Attchd",2,"Y",0,68,8,2008,181000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,11988,2810,2,2810,10,3996,"Q3","Q3.8","3","3.8"
"196",567,11198,3,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2005,"TA","Gd",1122,"Y",0,2504,2,1,4,"Ex",1,1,"BuiltIn",3,"Y",0,39,6,2008,325000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0,3,0,18045,4488,1,1122,10,4010,"Q2","Q2.6","2","2.6"
"680",235,7851,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,2002,"TA","TA",860,"Y",0,1960,2,1,4,"Gd",1,2,"BuiltIn",2,"Y",0,48,5,2010,216500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,1,0,0,2,0,12012,3440,2,1720,10,4004,"Q2","Q2.5","2","2.5"
"1371",1336,9650,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1977,"TA","TA",1350,"Y",0,1334,2,0,2,"TA",1,1,"Attchd",2,"Y",0,16,4,2009,167900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11862,2700,3,2700,10,3954,"Q2","Q2.4","2","2.4"
